id,label
tensor(0),0.9996128678321838
tensor(0),0.9981622099876404
tensor(0),0.9999936819076538
tensor(0),0.9998887777328491
tensor(0),0.9735918045043945
tensor(0),0.999950647354126
tensor(0),0.9999305009841919
tensor(1),0.0028402225580066442
tensor(1),0.003997032530605793
tensor(0),0.9999996423721313
tensor(0),0.9999994039535522
tensor(0),0.9999998807907104
tensor(0),0.4146486520767212
tensor(0),0.9795181155204773
tensor(0),0.9980344176292419
tensor(0),0.9999998807907104
tensor(0),0.9999957084655762
tensor(0),0.9998268485069275
tensor(0),0.9995352029800415
tensor(0),0.9999892711639404
tensor(0),0.9999963045120239
tensor(0),0.9999891519546509
tensor(0),0.9999977350234985
tensor(0),0.9997990727424622
tensor(0),0.9999997615814209
tensor(0),0.9992852807044983
tensor(0),0.9999836683273315
tensor(1),0.016064202412962914
tensor(0),0.9999996423721313
tensor(0),0.9998841285705566
tensor(0),0.9990361928939819
tensor(0),0.9999988079071045
tensor(0),0.9999065399169922
tensor(0),0.9999998807907104
tensor(1),0.0022121474612504244
tensor(0),0.9999557733535767
tensor(0),0.9998782873153687
tensor(0),0.999737560749054
tensor(0),0.9994379878044128
tensor(0),0.9942635893821716
tensor(0),0.9990054965019226
tensor(0),0.9982886910438538
tensor(1),0.0055747264996171
tensor(0),0.9999990463256836
tensor(0),0.9993228912353516
tensor(1),0.002291372511535883
tensor(1),0.00428380211815238
tensor(0),0.9999973773956299
tensor(0),0.9991589784622192
tensor(0),0.9999998807907104
tensor(0),0.9989423155784607
tensor(1),0.9992515444755554
tensor(1),0.01551070250570774
tensor(0),0.9999986886978149
tensor(0),0.9999905824661255
tensor(0),0.9999945163726807
tensor(0),0.9993451237678528
tensor(0),0.9999986886978149
tensor(0),1.0
tensor(1),0.002249766606837511
tensor(0),0.9999819993972778
tensor(0),0.9981536269187927
tensor(1),0.9990805387496948
tensor(0),0.9986487030982971
tensor(1),0.055552005767822266
tensor(0),0.9999985694885254
tensor(1),0.0017039005178958178
tensor(0),1.0
tensor(1),0.0015243274392560124
tensor(1),0.0022975618485361338
tensor(0),0.9811228513717651
tensor(0),1.0
tensor(1),0.10047528147697449
tensor(0),0.9529939293861389
tensor(1),0.003662817645817995
tensor(1),0.003064468502998352
tensor(0),1.0
tensor(1),0.0032792778220027685
tensor(0),0.9999951124191284
tensor(0),0.9992015957832336
tensor(0),0.9999995231628418
tensor(0),1.0
tensor(0),0.9999896287918091
tensor(0),0.9999295473098755
tensor(0),0.9999163150787354
tensor(0),0.9999998807907104
tensor(0),0.9832013249397278
tensor(0),0.9999066591262817
tensor(0),0.9999997615814209
tensor(0),0.9999979734420776
tensor(0),1.0
tensor(0),0.9990704655647278
tensor(1),0.001363431103527546
tensor(0),0.9999933242797852
tensor(0),1.0
tensor(0),0.999942421913147
tensor(0),0.9995877146720886
tensor(0),0.9999991655349731
tensor(0),0.9999980926513672
tensor(0),0.9999839067459106
tensor(0),1.0
tensor(0),0.9998946189880371
tensor(0),0.9999998807907104
tensor(0),1.0
tensor(1),0.006186493206769228
tensor(1),0.003258930053561926
tensor(0),0.9999852180480957
tensor(0),0.9986466765403748
tensor(1),0.0024042800068855286
tensor(0),0.9999113082885742
tensor(0),0.9999922513961792
tensor(0),0.9999226331710815
tensor(0),0.9996775388717651
tensor(0),0.9999998807907104
tensor(0),0.9999997615814209
tensor(1),0.0019323270535096526
tensor(0),0.9968452453613281
tensor(1),0.0020662250462919474
tensor(0),0.9990181922912598
tensor(0),0.9996695518493652
tensor(0),0.9997228980064392
tensor(0),0.999998927116394
tensor(0),0.9999992847442627
tensor(0),0.999943733215332
tensor(0),0.9999995231628418
tensor(0),0.999990701675415
tensor(0),0.9999861717224121
tensor(0),0.9999709129333496
tensor(0),0.9999213218688965
tensor(0),0.9910346865653992
tensor(0),0.9999377727508545
tensor(1),0.0021922492887824774
tensor(1),0.0037475863937288523
tensor(0),1.0
tensor(0),0.9999947547912598
tensor(0),0.9744741916656494
tensor(0),0.9907974004745483
tensor(0),0.24638934433460236
tensor(0),0.9999204874038696
tensor(1),0.0025975569151341915
tensor(0),0.9999270439147949
tensor(1),0.0008705166401341558
tensor(0),0.9997714161872864
tensor(1),0.0033029746264219284
tensor(0),0.9656727313995361
tensor(1),0.0011972903739660978
tensor(1),0.0010198734235018492
tensor(0),0.9999991655349731
tensor(0),1.0
tensor(1),0.0027065325994044542
tensor(0),0.999988317489624
tensor(0),1.0
tensor(1),0.0026331436820328236
tensor(0),0.9999805688858032
tensor(0),0.9999850988388062
tensor(0),0.9999986886978149
tensor(0),0.9999990463256836
tensor(0),0.9999998807907104
tensor(1),0.001067003351636231
tensor(0),0.995055079460144
tensor(0),0.9999711513519287
tensor(0),0.9999979734420776
tensor(0),0.9924945831298828
tensor(0),0.9981585144996643
tensor(0),0.9999730587005615
tensor(1),0.0016630158061161637
tensor(0),0.7798998951911926
tensor(0),0.22940266132354736
tensor(0),0.9986711740493774
tensor(0),0.9999990463256836
tensor(0),0.9999998807907104
tensor(0),0.9984620809555054
tensor(0),1.0
tensor(0),0.9991699457168579
tensor(0),0.999992847442627
tensor(0),0.3066692054271698
tensor(1),0.0007155658095143735
tensor(0),1.0
tensor(0),1.0
tensor(0),1.0
tensor(1),0.012437177821993828
tensor(0),1.0
tensor(1),0.0028277388773858547
tensor(0),0.9999940395355225
tensor(0),1.0
tensor(0),1.0
tensor(0),1.0
tensor(1),0.059506695717573166
tensor(1),0.0029722447507083416
tensor(0),0.9993588328361511
tensor(1),0.0019247411983087659
tensor(0),0.9985744953155518
tensor(0),0.9984201192855835
tensor(1),0.9988576173782349
tensor(0),1.0
tensor(0),1.0
tensor(0),1.0
tensor(0),0.9999126195907593
tensor(0),0.9997503161430359
tensor(0),0.9995741248130798
tensor(0),0.9999991655349731
tensor(1),0.0021621512714773417
tensor(1),0.0025397748686373234
tensor(0),0.9998730421066284
tensor(1),0.0024486775510013103
tensor(0),0.9999668598175049
tensor(1),0.00493360310792923
tensor(0),0.99920254945755
tensor(0),0.9980408549308777
tensor(0),0.9651846289634705
tensor(0),0.9981427192687988
tensor(0),1.0
tensor(0),0.9999892711639404
tensor(0),0.9990878105163574
tensor(0),0.9997679591178894
tensor(1),0.0029285079799592495
tensor(0),0.9930670261383057
tensor(1),0.00220314459875226
tensor(0),0.9999876022338867
tensor(0),1.0
tensor(0),0.9999914169311523
tensor(0),0.9975966811180115
tensor(1),0.005555466748774052
tensor(0),1.0
tensor(0),0.9840801358222961
tensor(0),0.9995514750480652
tensor(1),0.0014034451451152563
tensor(1),0.004557294771075249
tensor(0),0.9999984502792358
tensor(0),0.999975323677063
tensor(0),0.9999998807907104
tensor(1),0.0016378912841901183
tensor(0),0.9999847412109375
tensor(0),0.9989571571350098
tensor(0),1.0
tensor(0),0.9804893732070923
tensor(0),1.0
tensor(0),0.9999649524688721
tensor(0),0.9996970891952515
tensor(1),0.0008359258063137531
tensor(1),0.0016358279390260577
tensor(0),0.9999996423721313
tensor(0),0.18595024943351746
tensor(0),0.9999998807907104
tensor(0),0.9999998807907104
tensor(0),0.9914537668228149
tensor(0),0.9999998807907104
tensor(1),0.003111704019829631
tensor(0),1.0
tensor(0),0.9998136162757874
tensor(0),0.9999998807907104
tensor(0),1.0
tensor(0),0.9999842643737793
tensor(0),0.9999829530715942
tensor(0),0.9999998807907104
tensor(0),0.9999997615814209
tensor(0),0.9999969005584717
tensor(0),0.9999959468841553
tensor(0),0.9999988079071045
tensor(0),0.9999877214431763
tensor(1),0.0016770988004282117
tensor(0),1.0
tensor(0),0.9997019171714783
tensor(0),0.9998779296875
tensor(1),0.13553394377231598
tensor(1),0.00137298833578825
tensor(0),0.9997392296791077
tensor(0),0.9999933242797852
tensor(0),0.9996888637542725
tensor(0),0.9999144077301025
tensor(1),0.015552100725471973
tensor(0),0.9999926090240479
tensor(0),0.9999985694885254
tensor(0),0.9999998807907104
tensor(0),0.9999117851257324
tensor(0),0.99955815076828
tensor(0),0.9999994039535522
tensor(0),0.9999679327011108
tensor(0),0.9999651908874512
tensor(0),1.0
tensor(0),0.9999998807907104
tensor(0),0.9999997615814209
tensor(1),0.001035077846609056
tensor(1),0.04970523342490196
tensor(0),0.9972482323646545
tensor(0),0.9999737739562988
tensor(1),0.003782105166465044
tensor(0),0.9999946355819702
